SampleID,ASV,Count
1935G,ASV_1628,397
1935G,ASV_1648,2
1935G,ASV_16568,11
1935G,ASV_1657,37
1935G,ASV_1678,133
1935G,ASV_171,51
1935G,ASV_17359,5
1935G,ASV_17373,2
1935G,ASV_175,58
1935G,ASV_1764,1
1935G,ASV_1807,2
1935G,ASV_20,25
1935G,ASV_201,23
1935G,ASV_2025,28
1935G,ASV_21,4160
1935G,ASV_21715,1
1935G,ASV_2194,4
1935G,ASV_2208,7
1935G,ASV_221,12
1935G,ASV_228,1
1935G,ASV_234,11
1935G,ASV_236,3
1935G,ASV_238,1452
1935G,ASV_239,1
1935G,ASV_25,16
1935G,ASV_250,1
1935G,ASV_253,493
1935G,ASV_2563,62
1935G,ASV_258,95
1935G,ASV_260,1068
1935G,ASV_2613,29
1935G,ASV_27,348
1935G,ASV_2702,3
1935G,ASV_276,128
1935G,ASV_288,17
1935G,ASV_289,14
1935G,ASV_2898,4
1935G,ASV_29,3775
1935G,ASV_292,830
1935G,ASV_302,6
1935G,ASV_309,2
1935G,ASV_310,4
1935G,ASV_3149,27
1935G,ASV_318,29
1935G,ASV_32,44
1935G,ASV_324,647
1935G,ASV_32588,6
1935G,ASV_332,7514
1935G,ASV_34,3557
1935G,ASV_342,34
1935G,ASV_3561,1
1935G,ASV_3628,28
1935G,ASV_3663,30
1935G,ASV_3743,653
1935G,ASV_38137,21
1935G,ASV_4,23
1935G,ASV_41,3
1935G,ASV_410,56
1935G,ASV_4106,1897
1935G,ASV_433,14
1935G,ASV_44,86
1935G,ASV_4502,5
1935G,ASV_4562,800
1935G,ASV_4816,10
1935G,ASV_49,611
1935G,ASV_4991,9
1935G,ASV_50,155
1935G,ASV_500,122
1935G,ASV_51,180
1935G,ASV_5114,72
1935G,ASV_533,5
1935G,ASV_54,19
1935G,ASV_570,17
1935G,ASV_58,1936
1935G,ASV_596,290
1935G,ASV_6,2033
1935G,ASV_606,12
1935G,ASV_607,47
1935G,ASV_6094,12
1935G,ASV_616,78
1935G,ASV_62,18
1935G,ASV_622,81
1935G,ASV_62617,760
1935G,ASV_62622,79
1935G,ASV_62641,79
1935G,ASV_62682,103
1935G,ASV_635,12
1935G,ASV_655,59
1935G,ASV_668,7
1935G,ASV_6714,17
1935G,ASV_682,55
1935G,ASV_6838,35
1935G,ASV_685,86
1935G,ASV_689,9
1935G,ASV_737,13
1935G,ASV_750,13
1935G,ASV_753,43
1935G,ASV_758,23
1935G,ASV_79,316
1935G,ASV_7938,5
1935G,ASV_799,26
1935G,ASV_8,1154
1935G,ASV_808,22
1935G,ASV_81,6
1935G,ASV_8143,132
1935G,ASV_8167,70
1935G,ASV_821,1216
1935G,ASV_8222,29
1935G,ASV_8301,22
1935G,ASV_8328,310
1935G,ASV_8383,68
1935G,ASV_9,309
1935G,ASV_90,50
1935G,ASV_900,1
1935G,ASV_92,60
1935G,ASV_97,4
1935I,ASV_1,30
1935I,ASV_10,2094
1935I,ASV_1028,1212
1935I,ASV_104,8
1935I,ASV_109,2180
1935I,ASV_1093,417
1935I,ASV_113,1233
1935I,ASV_1185,9
1935I,ASV_120,13
1935I,ASV_128,17
1935I,ASV_129,246
1935I,ASV_138,297
1935I,ASV_140,232
1935I,ASV_143,54
1935I,ASV_1452,7
1935I,ASV_147,313
1935I,ASV_14798,12
1935I,ASV_159,10
1935I,ASV_1678,3895
1935I,ASV_171,119
1935I,ASV_1790,51
1935I,ASV_185,4
1935I,ASV_186,597
1935I,ASV_19,72
1935I,ASV_1932,167
1935I,ASV_20,5
1935I,ASV_201,7121
1935I,ASV_209,86
1935I,ASV_21,14
1935I,ASV_212,215
1935I,ASV_2165,5
1935I,ASV_2208,31
1935I,ASV_22494,290
1935I,ASV_2253,140
1935I,ASV_226,40
1935I,ASV_239,4
1935I,ASV_250,4
1935I,ASV_273,323
1935I,ASV_276,74
1935I,ASV_29,513
1935I,ASV_292,1284
1935I,ASV_301,174
1935I,ASV_307,7
1935I,ASV_308,42
1935I,ASV_324,311
1935I,ASV_332,541
1935I,ASV_3339,10
1935I,ASV_35,1098
1935I,ASV_38,3
1935I,ASV_3940,1024
1935I,ASV_3974,20
1935I,ASV_4,17
1935I,ASV_4039,17
1935I,ASV_41,1
1935I,ASV_4106,1327
1935I,ASV_494,7
1935I,ASV_50,2
1935I,ASV_500,60
1935I,ASV_51,8
1935I,ASV_5114,3048
1935I,ASV_564,430
1935I,ASV_58,1261
1935I,ASV_582,10
1935I,ASV_596,778
1935I,ASV_6,1648
1935I,ASV_60,388
1935I,ASV_62,3499
1935I,ASV_62648,224
1935I,ASV_62685,96
1935I,ASV_6449,53
1935I,ASV_66,2
1935I,ASV_6756,28
1935I,ASV_682,15
1935I,ASV_70,1967
1935I,ASV_703,2
1935I,ASV_7047,33
1935I,ASV_7058,31
1935I,ASV_715,8
1935I,ASV_7459,215
1935I,ASV_758,158
1935I,ASV_77,117
1935I,ASV_79,200
1935I,ASV_799,44
1935I,ASV_8,15
1935I,ASV_813,46
1935I,ASV_820,1
1935I,ASV_821,2319
1935I,ASV_8328,606
1935I,ASV_84,52
1935I,ASV_85,679
1935I,ASV_9,1311
1935I,ASV_90,2104
1935I,ASV_900,1
1935I,ASV_91,466
1935I,ASV_92,1
1935I,ASV_94,102
1935I,ASV_9423,181
1935I,ASV_97,12
1937B,ASV_1035,20
1937B,ASV_1036,3
1937B,ASV_104,26
1937B,ASV_1168,8
1937B,ASV_1194,7
1937B,ASV_12,19
1937B,ASV_128,68
1937B,ASV_140,17
1937B,ASV_150,77
1937B,ASV_155,224
1937B,ASV_159,2
1937B,ASV_16,1049
1937B,ASV_1628,56
1937B,ASV_1637,729
1937B,ASV_1648,1347
1937B,ASV_1677,48
1937B,ASV_175,33
1937B,ASV_1775,4
1937B,ASV_1827,8
1937B,ASV_1892,4
1937B,ASV_19,8
1937B,ASV_1946,4935
1937B,ASV_2005,19
1937B,ASV_201,58
1937B,ASV_202,144
1937B,ASV_2051,66
1937B,ASV_206,304
1937B,ASV_210,9
1937B,ASV_2106,5
1937B,ASV_234,76
1937B,ASV_239,283
1937B,ASV_2514,38
1937B,ASV_253,5077
1937B,ASV_258,39
1937B,ASV_264,17
1937B,ASV_266,19
1937B,ASV_278,42
1937B,ASV_282,110
1937B,ASV_292,2
1937B,ASV_3005,10
1937B,ASV_3084,36
1937B,ASV_310,5
1937B,ASV_312,49
1937B,ASV_319,11
1937B,ASV_32,54
1937B,ASV_3396,12
1937B,ASV_3665,5
1937B,ASV_399,2
1937B,ASV_4202,8
1937B,ASV_4206,10
1937B,ASV_4226,7
1937B,ASV_443,5
1937B,ASV_451,402
1937B,ASV_457,91
1937B,ASV_4710,14
1937B,ASV_4730,14
1937B,ASV_4867,172
1937B,ASV_509,465
1937B,ASV_51,956
1937B,ASV_5103,4
1937B,ASV_5854,8
1937B,ASV_6,15
1937B,ASV_6003,199
1937B,ASV_60178,1272
1937B,ASV_607,17
1937B,ASV_616,2
1937B,ASV_6229,4
1937B,ASV_635,22
1937B,ASV_655,47
1937B,ASV_686,3
1937B,ASV_710,21
1937B,ASV_764,24
1937B,ASV_8,3603
1937B,ASV_804,9
1937B,ASV_81,72
1937B,ASV_85,8
1937B,ASV_95,119
1937C,ASV_1035,10
1937C,ASV_1036,11
1937C,ASV_104,70
1937C,ASV_128,34
1937C,ASV_1321,20
1937C,ASV_1384,7
1937C,ASV_140,632
1937C,ASV_150,17
1937C,ASV_1597,8
1937C,ASV_16,84
1937C,ASV_1628,17
1937C,ASV_1648,658
1937C,ASV_1677,198
1937C,ASV_175,5
1937C,ASV_1775,16
1937C,ASV_1789,4
1937C,ASV_18,49
1937C,ASV_1883,14
1937C,ASV_1946,2490
1937C,ASV_2005,4
1937C,ASV_201,328
1937C,ASV_202,31
1937C,ASV_2106,7
1937C,ASV_2152,6
1937C,ASV_221,5
1937C,ASV_234,21
1937C,ASV_2381,3
1937C,ASV_239,301
1937C,ASV_253,6217
1937C,ASV_2613,21
1937C,ASV_263,5
1937C,ASV_266,4
1937C,ASV_282,38
1937C,ASV_3023,15
1937C,ASV_319,15
1937C,ASV_32,55
1937C,ASV_356,10
1937C,ASV_4226,56
1937C,ASV_4418,3
1937C,ASV_443,2
1937C,ASV_451,332
1937C,ASV_457,63
1937C,ASV_4710,10
1937C,ASV_4730,17
1937C,ASV_48,14
1937C,ASV_509,2320
1937C,ASV_51,323
1937C,ASV_5854,7
1937C,ASV_60178,594
1937C,ASV_607,15
1937C,ASV_617,28
1937C,ASV_62,243
1937C,ASV_684,2
1937C,ASV_710,4
1937C,ASV_782,2
1937C,ASV_8,1382
1937C,ASV_85,9
1937C,ASV_9,3
1937D,ASV_1035,5
1937D,ASV_1036,44
1937D,ASV_104,43
1937D,ASV_1145,1
1937D,ASV_128,12
1937D,ASV_1321,52
1937D,ASV_140,977
1937D,ASV_150,7
1937D,ASV_16,74
1937D,ASV_1648,195
1937D,ASV_1677,171
1937D,ASV_1775,10
1937D,ASV_1883,7
1937D,ASV_1946,648
1937D,ASV_2005,4
1937D,ASV_201,221
1937D,ASV_202,13
1937D,ASV_234,11
1937D,ASV_239,140
1937D,ASV_253,3678
1937D,ASV_2595,6
1937D,ASV_2613,6
1937D,ASV_273,32
1937D,ASV_3084,18
1937D,ASV_319,11
1937D,ASV_32,47
1937D,ASV_4226,49
1937D,ASV_4418,2
1937D,ASV_448,2
1937D,ASV_451,419
1937D,ASV_457,63
1937D,ASV_4710,6
1937D,ASV_4730,4
1937D,ASV_48,12
1937D,ASV_509,7488
1937D,ASV_51,159
1937D,ASV_5854,4
1937D,ASV_60178,153
1937D,ASV_607,5
1937D,ASV_616,2
1937D,ASV_617,20
1937D,ASV_62,52
1937D,ASV_655,18
1937D,ASV_684,6
1937D,ASV_686,6
1937D,ASV_6865,1
1937D,ASV_710,2
1937D,ASV_747,3
1937D,ASV_8,704
1937D,ASV_85,22
1937D,ASV_905,1
1937E,ASV_1035,12
1937E,ASV_1036,151
1937E,ASV_104,151
1937E,ASV_12,25
1937E,ASV_125,19
1937E,ASV_128,78
1937E,ASV_1321,21
1937E,ASV_134,9
1937E,ASV_140,3101
1937E,ASV_150,29
1937E,ASV_16,415
1937E,ASV_1628,4
1937E,ASV_1648,681
1937E,ASV_1677,470
1937E,ASV_175,12
1937E,ASV_1775,22
1937E,ASV_18,36
1937E,ASV_183,15
1937E,ASV_1946,2474
1937E,ASV_2005,7
1937E,ASV_201,318
1937E,ASV_202,114
1937E,ASV_2106,8
1937E,ASV_2127,16
1937E,ASV_2132,11
1937E,ASV_234,20
1937E,ASV_239,650
1937E,ASV_253,5756
1937E,ASV_258,36
1937E,ASV_2595,4
1937E,ASV_2613,31
1937E,ASV_266,14
1937E,ASV_267,9
1937E,ASV_273,69
1937E,ASV_282,154
1937E,ASV_284,63
1937E,ASV_3023,36
1937E,ASV_3084,41
1937E,ASV_310,6
1937E,ASV_312,71
1937E,ASV_319,43
1937E,ASV_32,179
1937E,ASV_4226,312
1937E,ASV_448,3
1937E,ASV_451,18
1937E,ASV_457,164
1937E,ASV_470,2
1937E,ASV_4710,12
1937E,ASV_48,67
1937E,ASV_509,22899
1937E,ASV_51,1587
1937E,ASV_5172,3
1937E,ASV_5204,50
1937E,ASV_570,12
1937E,ASV_5849,7
1937E,ASV_60178,630
1937E,ASV_607,23
1937E,ASV_617,37
1937E,ASV_62,812
1937E,ASV_635,13
1937E,ASV_6535,27
1937E,ASV_655,70
1937E,ASV_684,25
1937E,ASV_686,7
1937E,ASV_710,17
1937E,ASV_747,10
1937E,ASV_8,2088
1937E,ASV_804,11
1937E,ASV_85,63
1937E,ASV_97,6
1937F,ASV_1036,101
1937F,ASV_104,4511
1937F,ASV_107,75
1937F,ASV_11289,10502
1937F,ASV_11727,20
1937F,ASV_128,66
1937F,ASV_1321,73
1937F,ASV_140,4366
1937F,ASV_145,330
1937F,ASV_16,370
1937F,ASV_18,6814
1937F,ASV_1946,8
1937F,ASV_19532,119
1937F,ASV_2,4325
1937F,ASV_2001,21
1937F,ASV_201,433
1937F,ASV_212,163
1937F,ASV_2132,65
1937F,ASV_2260,120
1937F,ASV_239,58
1937F,ASV_253,15
1937F,ASV_266,3
1937F,ASV_267,35
1937F,ASV_273,39
1937F,ASV_292,100
1937F,ASV_3084,46
1937F,ASV_32,13
1937F,ASV_324,101
1937F,ASV_356,46
1937F,ASV_3899,109
1937F,ASV_4,414
1937F,ASV_4226,104
1937F,ASV_429,5
1937F,ASV_448,10
1937F,ASV_457,9
1937F,ASV_46027,97
1937F,ASV_470,40
1937F,ASV_48,26
1937F,ASV_509,3926
1937F,ASV_51,40
1937F,ASV_5165,45
1937F,ASV_5759,575
1937F,ASV_60179,1729
1937F,ASV_607,2
1937F,ASV_617,3743
1937F,ASV_62,312
1937F,ASV_63,3
1937F,ASV_686,47
1937F,ASV_7656,23
1937F,ASV_8,1105
1937F,ASV_81,40
1937F,ASV_85,109
1937F,ASV_9,4
1937F,ASV_924,992
1937F,ASV_943,455
1937F,ASV_9469,77
1937F,ASV_97,155
1937G,ASV_104,143
1937G,ASV_11289,5
1937G,ASV_128,3
1937G,ASV_140,15
1937G,ASV_18,543
1937G,ASV_2,298
1937G,ASV_239,5
1937G,ASV_4,95
1937G,ASV_509,6
1937G,ASV_60179,145
1937G,ASV_617,318
1937G,ASV_8,11
1937G,ASV_924,25
1937H,ASV_104,1506
1937H,ASV_107,205
1937H,ASV_11289,76
1937H,ASV_128,446
1937H,ASV_1321,5
1937H,ASV_140,75
1937H,ASV_145,229
1937H,ASV_159,314
1937H,ASV_16,20
1937H,ASV_18,2776
1937H,ASV_19,3
1937H,ASV_2,771
1937H,ASV_201,13
1937H,ASV_21015,157
1937H,ASV_239,211
1937H,ASV_266,19
1937H,ASV_324,311
1937H,ASV_342,18
1937H,ASV_3899,65
1937H,ASV_4,5405
1937H,ASV_4226,7
1937H,ASV_4356,64
1937H,ASV_448,8
1937H,ASV_45,104
1937H,ASV_457,37
1937H,ASV_509,60
1937H,ASV_510,8
1937H,ASV_58,5
1937H,ASV_6,10
1937H,ASV_60179,722
1937H,ASV_6058,9
1937H,ASV_617,1755
1937H,ASV_62,73
1937H,ASV_686,3
1937H,ASV_710,25
1937H,ASV_8,55
1937H,ASV_81,12
1937H,ASV_825,3
1937H,ASV_924,338
1937H,ASV_9469,11
1937H,ASV_97,10
1939A,ASV_10,742
1939A,ASV_115,8
1939A,ASV_139,77
1939A,ASV_140,8
1939A,ASV_15,3
1939A,ASV_150,3
1939A,ASV_161,11
1939A,ASV_1657,23
1939A,ASV_17,8970
1939A,ASV_171,6678
1939A,ASV_17373,7
1939A,ASV_175,80
1939A,ASV_17671,39
1939A,ASV_1777,58
1939A,ASV_18,13
1939A,ASV_1862,8
1939A,ASV_1875,46
1939A,ASV_1883,33
1939A,ASV_1899,6
1939A,ASV_19,12089
1939A,ASV_19021,32
1939A,ASV_1965,32
1939A,ASV_2,75
1939A,ASV_201,23
1939A,ASV_216,83
1939A,ASV_234,14
1939A,ASV_239,3
1939A,ASV_2505,197
1939A,ASV_2508,103
1939A,ASV_255,6
1939A,ASV_2550,11
1939A,ASV_25987,13
1939A,ASV_277,58
1939A,ASV_285,2089
1939A,ASV_29,255
1939A,ASV_3,424
1939A,ASV_302,1565
1939A,ASV_309,8894
1939A,ASV_312,358
1939A,ASV_32,238
1939A,ASV_342,35
1939A,ASV_357,3314
1939A,ASV_369,4041
1939A,ASV_38,24838
1939A,ASV_3837,5
1939A,ASV_3933,131
1939A,ASV_417,28
1939A,ASV_433,14
1939A,ASV_44,22
1939A,ASV_4419,9
1939A,ASV_443,20
1939A,ASV_444,10
1939A,ASV_45,1096
1939A,ASV_50,2311
1939A,ASV_50285,81
1939A,ASV_51,160
1939A,ASV_51206,10
1939A,ASV_54997,67
1939A,ASV_582,25
1939A,ASV_588,221
1939A,ASV_59,495
1939A,ASV_6,5570
1939A,ASV_62,2105
1939A,ASV_62354,174
1939A,ASV_62379,348
1939A,ASV_62382,348
1939A,ASV_62870,145
1939A,ASV_62873,142
1939A,ASV_62874,140
1939A,ASV_62879,118
1939A,ASV_62882,104
1939A,ASV_63,5
1939A,ASV_635,10
1939A,ASV_660,5
1939A,ASV_68,4
1939A,ASV_70,3
1939A,ASV_753,8
1939A,ASV_8,2327
1939A,ASV_80,68
1939A,ASV_84,1003
1939A,ASV_85,63
1939A,ASV_8601,32
1939A,ASV_9,8
1939A,ASV_92,1015
1939A,ASV_95,193
1939A,ASV_9947,2
1939B,ASV_1,35
1939B,ASV_10,786
1939B,ASV_1125,25
1939B,ASV_13722,31
1939B,ASV_139,13
1939B,ASV_140,158
1939B,ASV_1657,5
1939B,ASV_17,204
1939B,ASV_171,321
1939B,ASV_17373,329
1939B,ASV_17407,224
1939B,ASV_175,76
1939B,ASV_17645,16
1939B,ASV_17671,46
1939B,ASV_1777,15
1939B,ASV_18,9
1939B,ASV_1875,6
1939B,ASV_1883,20
1939B,ASV_19,17447
1939B,ASV_19021,7
1939B,ASV_2,82
1939B,ASV_201,16
1939B,ASV_216,13
1939B,ASV_24044,466
1939B,ASV_2505,119
1939B,ASV_2508,409
1939B,ASV_2514,34
1939B,ASV_255,9
1939B,ASV_2550,11
1939B,ASV_266,6
1939B,ASV_277,97
1939B,ASV_285,23
1939B,ASV_29,9313
1939B,ASV_3,624
1939B,ASV_302,574
1939B,ASV_305,202
1939B,ASV_309,3559
1939B,ASV_310,5
1939B,ASV_312,71
1939B,ASV_32,1210
1939B,ASV_333,5
1939B,ASV_339,1
1939B,ASV_33989,7
1939B,ASV_342,54
1939B,ASV_349,13
1939B,ASV_357,1292
1939B,ASV_369,97
1939B,ASV_38,17878
1939B,ASV_3933,139
1939B,ASV_3986,2
1939B,ASV_41,1
1939B,ASV_433,55
1939B,ASV_44,22
1939B,ASV_4419,7
1939B,ASV_443,12
1939B,ASV_444,6
1939B,ASV_45,1328
1939B,ASV_45747,3
1939B,ASV_50,184
1939B,ASV_51,95
1939B,ASV_54997,73
1939B,ASV_56926,191
1939B,ASV_57122,101
1939B,ASV_588,184
1939B,ASV_6,1775
1939B,ASV_61334,25
1939B,ASV_62,95
1939B,ASV_62431,261
1939B,ASV_62633,240
1939B,ASV_63,10
1939B,ASV_635,7
1939B,ASV_66,33
1939B,ASV_660,8
1939B,ASV_70,6
1939B,ASV_79,9
1939B,ASV_8,3046
1939B,ASV_81,33
1939B,ASV_817,26
1939B,ASV_84,902
1939B,ASV_85,36
1939B,ASV_8601,21
1939B,ASV_92,80
1939B,ASV_924,11
1939B,ASV_95,300
1939B,ASV_9947,126
1939C,ASV_1,2463
1939C,ASV_10,4223
1939C,ASV_104,14
1939C,ASV_1125,57
1939C,ASV_128,10
1939C,ASV_135,7
1939C,ASV_13722,49
1939C,ASV_139,89
1939C,ASV_140,56
1939C,ASV_15,5
1939C,ASV_150,19
1939C,ASV_157,12
1939C,ASV_16,330
1939C,ASV_161,28
1939C,ASV_1647,9
1939C,ASV_1657,22
1939C,ASV_17,696
1939C,ASV_171,1825
1939C,ASV_17373,29
1939C,ASV_175,161
1939C,ASV_17671,55
1939C,ASV_1777,3
1939C,ASV_18,8
1939C,ASV_1875,25
1939C,ASV_1883,73
1939C,ASV_1899,6
1939C,ASV_19,21695
1939C,ASV_19021,24
1939C,ASV_2,75
1939C,ASV_201,11
1939C,ASV_2106,5
1939C,ASV_216,62
1939C,ASV_2178,2
1939C,ASV_2222,19
1939C,ASV_234,34
1939C,ASV_238,11
1939C,ASV_24044,67
1939C,ASV_2505,1244
1939C,ASV_2508,142
1939C,ASV_2514,43
1939C,ASV_2530,8
1939C,ASV_255,7
1939C,ASV_258,29
1939C,ASV_25987,13
1939C,ASV_2613,12
1939C,ASV_266,17
1939C,ASV_277,38
1939C,ASV_282,9
1939C,ASV_285,414
1939C,ASV_29,6363
1939C,ASV_3,790
1939C,ASV_302,1753
1939C,ASV_305,240
1939C,ASV_309,9630
1939C,ASV_310,12
1939C,ASV_312,61
1939C,ASV_32,3052
1939C,ASV_326,4
1939C,ASV_342,147
1939C,ASV_349,70
1939C,ASV_357,3727
1939C,ASV_3668,15
1939C,ASV_369,3715
1939C,ASV_38,18810
1939C,ASV_3933,339
1939C,ASV_3986,11
1939C,ASV_41,6
1939C,ASV_4189,8
1939C,ASV_433,158
1939C,ASV_44,18
1939C,ASV_443,58
1939C,ASV_444,9
1939C,ASV_45,7926
1939C,ASV_45747,13
1939C,ASV_459,8
1939C,ASV_4710,8
1939C,ASV_48510,5
1939C,ASV_50,531
1939C,ASV_51,305
1939C,ASV_51206,25
1939C,ASV_54997,14
1939C,ASV_57007,251
1939C,ASV_57009,339
1939C,ASV_57018,164
1939C,ASV_588,1177
1939C,ASV_6,12002
1939C,ASV_616,12
1939C,ASV_62,102
1939C,ASV_62626,247
1939C,ASV_62627,231
1939C,ASV_63,8
1939C,ASV_635,17
1939C,ASV_66,2705
1939C,ASV_6774,3
1939C,ASV_68,4
1939C,ASV_684,3
1939C,ASV_70,6
1939C,ASV_759,18
1939C,ASV_774,5
1939C,ASV_79,8
1939C,ASV_8,6785
1939C,ASV_81,34
1939C,ASV_84,209
1939C,ASV_85,25
1939C,ASV_8601,45
1939C,ASV_9,7
1939C,ASV_92,232
1939C,ASV_95,1164
1939C,ASV_9947,14
1939D,ASV_10357,18
1939D,ASV_1096,63
1939D,ASV_11,8295
1939D,ASV_11200,11
1939D,ASV_12608,13
1939D,ASV_128,53
1939D,ASV_135,9
1939D,ASV_13798,10
1939D,ASV_161,82
1939D,ASV_16233,9
1939D,ASV_16415,6
1939D,ASV_1717,57
1939D,ASV_1729,27
1939D,ASV_1757,13
1939D,ASV_1767,26
1939D,ASV_18,21
1939D,ASV_1813,18
1939D,ASV_18210,623
1939D,ASV_1888,8
1939D,ASV_19,5
1939D,ASV_2,43816
1939D,ASV_2002,15
1939D,ASV_201,33
1939D,ASV_2045,7
1939D,ASV_2204,13
1939D,ASV_2234,3
1939D,ASV_29,11
1939D,ASV_3,14
1939D,ASV_309,3
1939D,ASV_32,20
1939D,ASV_33109,4
1939D,ASV_357,2
1939D,ASV_37639,575
1939D,ASV_38,5
1939D,ASV_39,7
1939D,ASV_400,10
1939D,ASV_4166,25
1939D,ASV_4193,17
1939D,ASV_437,90
1939D,ASV_4372,13
1939D,ASV_4413,4
1939D,ASV_457,5
1939D,ASV_472,1961
1939D,ASV_4782,40
1939D,ASV_51,342
1939D,ASV_5212,14
1939D,ASV_56919,568
1939D,ASV_6,6
1939D,ASV_6015,10
1939D,ASV_616,5
1939D,ASV_6441,22
1939D,ASV_6443,8
1939D,ASV_6543,38
1939D,ASV_6675,17
1939D,ASV_6720,17
1939D,ASV_6755,10
1939D,ASV_6929,16
1939D,ASV_6967,14
1939D,ASV_7592,30
1939D,ASV_772,18
1939D,ASV_791,7
1939D,ASV_8,22
1939D,ASV_81,8
1939D,ASV_8151,15
1939D,ASV_8299,27
1939D,ASV_8601,3
1939D,ASV_8660,68
1939D,ASV_9768,8
1939D,ASV_9877,19
1939E,ASV_10357,8
1939E,ASV_10489,32
1939E,ASV_10506,11
1939E,ASV_1096,44
1939E,ASV_11,6154
1939E,ASV_11200,10
1939E,ASV_128,84
1939E,ASV_135,6
1939E,ASV_157,41
1939E,ASV_161,109
1939E,ASV_16233,12
1939E,ASV_16415,3
1939E,ASV_16508,15
1939E,ASV_1676,8
1939E,ASV_1717,30
1939E,ASV_1729,18
1939E,ASV_1757,8
1939E,ASV_1767,29
1939E,ASV_1777,1
1939E,ASV_18,13
1939E,ASV_1813,13
1939E,ASV_18210,261
1939E,ASV_1888,9
1939E,ASV_1943,8
1939E,ASV_2,31195
1939E,ASV_201,7
1939E,ASV_2045,11
1939E,ASV_2204,17
1939E,ASV_29,6
1939E,ASV_3,4
1939E,ASV_32,55
1939E,ASV_37308,5
1939E,ASV_38,9
1939E,ASV_39,12
1939E,ASV_400,18
1939E,ASV_4193,19
1939E,ASV_437,57
1939E,ASV_4413,7
1939E,ASV_457,37
1939E,ASV_472,2324
1939E,ASV_4782,29
1939E,ASV_504,3
1939E,ASV_51,271
1939E,ASV_5212,10
1939E,ASV_56914,445
1939E,ASV_6015,14
1939E,ASV_616,5
1939E,ASV_6168,9
1939E,ASV_6543,15
1939E,ASV_6554,8
1939E,ASV_6698,16
1939E,ASV_6755,8
1939E,ASV_6929,6
1939E,ASV_7502,11
1939E,ASV_772,37
1939E,ASV_79,3
1939E,ASV_791,8
1939E,ASV_8,7
1939E,ASV_8151,33
1939E,ASV_8299,21
1939E,ASV_8660,43
1939E,ASV_9768,6
1939E,ASV_9877,15
1939F,ASV_10489,47
1939F,ASV_1096,70
1939F,ASV_11,7401
1939F,ASV_11200,21
1939F,ASV_115,8
1939F,ASV_1194,35
1939F,ASV_128,219
1939F,ASV_157,98
1939F,ASV_161,532
1939F,ASV_16233,8
1939F,ASV_1717,30
1939F,ASV_1729,29
1939F,ASV_1757,11
1939F,ASV_1767,30
1939F,ASV_18,16
1939F,ASV_1813,10
1939F,ASV_18210,962
1939F,ASV_1888,9
1939F,ASV_1990,13
1939F,ASV_2,38829
1939F,ASV_2002,15
1939F,ASV_2204,14
1939F,ASV_2234,5
1939F,ASV_2692,10
1939F,ASV_282,5
1939F,ASV_29,8
1939F,ASV_32,81
1939F,ASV_349,9
1939F,ASV_35449,8
1939F,ASV_37308,4
1939F,ASV_38,5
1939F,ASV_3913,4
1939F,ASV_4193,24
1939F,ASV_4287,6
1939F,ASV_437,64
1939F,ASV_443,3
1939F,ASV_457,20
1939F,ASV_472,4278
1939F,ASV_4782,36
1939F,ASV_4891,9
1939F,ASV_500,13
1939F,ASV_51,1549
1939F,ASV_5212,9
1939F,ASV_56990,519
1939F,ASV_6218,9
1939F,ASV_628,6
1939F,ASV_62851,508
1939F,ASV_63,2
1939F,ASV_6441,27
1939F,ASV_6675,20
1939F,ASV_6698,14
1939F,ASV_6755,8
1939F,ASV_6915,21
1939F,ASV_6929,18
1939F,ASV_70,5
1939F,ASV_7502,30
1939F,ASV_7592,21
1939F,ASV_7665,4
1939F,ASV_772,37
1939F,ASV_79,7
1939F,ASV_791,8
1939F,ASV_8,13
1939F,ASV_8151,25
1939F,ASV_8299,30
1939F,ASV_838,9
1939F,ASV_8660,53
1939F,ASV_9877,9
1939G,ASV_10357,10
1939G,ASV_10506,14
1939G,ASV_10805,15
1939G,ASV_1096,61
1939G,ASV_11,8268
1939G,ASV_11200,11
1939G,ASV_128,33
1939G,ASV_161,17
1939G,ASV_16233,19
1939G,ASV_16508,13
1939G,ASV_1717,41
1939G,ASV_1729,27
1939G,ASV_1757,11
1939G,ASV_1767,34
1939G,ASV_18,20
1939G,ASV_1813,14
1939G,ASV_18210,778
1939G,ASV_1888,20
1939G,ASV_2,42587
1939G,ASV_2002,12
1939G,ASV_201,5
1939G,ASV_2045,8
1939G,ASV_2204,10
1939G,ASV_239,3
1939G,ASV_255,6
1939G,ASV_29,4
1939G,ASV_3,9
1939G,ASV_309,5
1939G,ASV_32,17
1939G,ASV_35,4
1939G,ASV_35449,10
1939G,ASV_357,4
1939G,ASV_38,8
1939G,ASV_400,11
1939G,ASV_4166,29
1939G,ASV_4193,27
1939G,ASV_4287,10
1939G,ASV_437,67
1939G,ASV_44,14
1939G,ASV_444,1
1939G,ASV_45,10
1939G,ASV_4501,1
1939G,ASV_457,7
1939G,ASV_472,573
1939G,ASV_4782,41
1939G,ASV_500,8
1939G,ASV_51,145
1939G,ASV_6,3
1939G,ASV_6015,9
1939G,ASV_62364,563
1939G,ASV_6543,23
1939G,ASV_6675,20
1939G,ASV_6929,18
1939G,ASV_6974,9
1939G,ASV_6983,8
1939G,ASV_7502,22
1939G,ASV_7592,24
1939G,ASV_772,50
